City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Lagoa,PT,39.05,-27.98,60.57,61,93,4.07,overcast clouds
1,Opuwo,NA,-18.06,13.84,76.17,27,20,1.57,few clouds
2,Mackay,AU,-21.15,149.2,82.4,45,14,13.87,few clouds
3,Bardiyah,LY,31.76,25.09,67.12,79,3,11.86,light rain
4,Touho,NC,-20.78,165.23,74.39,81,62,11.99,light rain
5,Dikson,RU,73.51,80.55,1.99,94,89,2.77,overcast clouds
6,Faanui,PF,-16.48,-151.75,78.87,80,64,11.18,light rain
7,Bonthe,SL,7.53,-12.51,77.7,82,56,2.24,broken clouds
8,Japura,ID,-0.32,102.35,90.68,56,85,3.15,light rain
9,Rikitea,PF,-23.12,-134.97,72.61,76,11,18.77,few clouds
10,Busselton,AU,-33.65,115.33,66.99,67,91,5.99,light rain
11,Hermanus,ZA,-34.42,19.23,66.99,75,5,10.0,clear sky
12,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,33.8,69,75,4.47,broken clouds
13,Severo-Kurilsk,RU,50.68,156.12,36.61,81,91,21.09,overcast clouds
14,Torbay,CA,47.67,-52.73,48.99,100,90,32.21,mist
15,Kayes,ML,14.0,-11.0,71.78,22,0,3.69,clear sky
16,Atuona,PF,-9.8,-139.03,78.21,73,4,12.86,clear sky
17,Punta Arenas,CL,-53.15,-70.92,46.4,81,40,4.7,scattered clouds
18,Mar Del Plata,AR,-38.0,-57.56,63.0,93,0,3.36,clear sky
19,Coquimbo,CL,-29.95,-71.34,53.6,93,71,4.7,broken clouds
20,Talmenka,RU,53.82,83.57,28.4,68,0,6.71,clear sky
21,Aksu,CN,41.12,80.26,52.2,33,100,1.9,overcast clouds
22,Robertsport,LR,6.75,-11.37,77.36,84,84,4.97,moderate rain
23,Upernavik,GL,72.79,-56.15,14.16,85,97,7.81,overcast clouds
24,Lompoc,US,34.64,-120.46,51.8,87,90,2.91,overcast clouds
25,Viseu,PT,40.66,-7.91,50.0,92,100,2.82,overcast clouds
26,Svetlaya,RU,46.54,138.33,44.91,70,27,9.75,scattered clouds
27,Avarua,CK,-21.21,-159.78,75.2,83,37,6.93,scattered clouds
28,Port Augusta,AU,-32.5,137.77,73.99,60,90,14.99,overcast clouds
29,Roebourne,AU,-20.78,117.13,98.91,16,0,20.09,clear sky
30,Champerico,GT,14.3,-91.92,64.99,97,50,8.19,light rain
31,Kapchorwa,UG,1.4,34.45,65.41,73,96,2.28,overcast clouds
32,Puerto Maldonado,PE,-12.6,-69.18,72.43,97,95,2.53,moderate rain
33,Hobart,AU,-42.88,147.33,77.0,29,0,21.92,clear sky
34,Kapaa,US,22.08,-159.32,78.8,78,75,20.8,broken clouds
35,Codrington,AU,-38.27,141.97,61.07,80,76,11.52,light rain
36,Albany,US,42.6,-73.97,57.99,70,100,1.99,overcast clouds
37,Puerto Ayora,EC,-0.74,-90.35,69.01,87,34,4.0,scattered clouds
38,Ribeira Grande,PT,38.52,-28.7,61.07,61,100,5.44,overcast clouds
39,Ushuaia,AR,-54.8,-68.3,48.2,76,40,4.7,scattered clouds
40,Kropotkin,RU,45.44,40.58,37.06,75,19,8.08,few clouds
41,Rincon,US,32.3,-81.24,78.8,88,90,10.29,overcast clouds
42,Bredasdorp,ZA,-34.53,20.04,66.2,77,40,11.41,scattered clouds
43,Hamilton,US,39.18,-84.53,37.99,86,1,9.17,clear sky
44,Bonoua,CI,5.27,-3.6,75.2,94,20,2.24,few clouds
45,Pangody,RU,65.85,74.49,-2.0,92,40,6.91,scattered clouds
46,Beloha,MG,-25.17,45.05,85.95,49,48,9.55,scattered clouds
47,Kenitra,MA,34.26,-6.58,53.6,100,100,3.89,overcast clouds
48,Bowen,AU,-20.02,148.23,82.4,45,18,14.99,few clouds
49,Cidreira,BR,-30.18,-50.21,66.61,91,17,3.29,few clouds
50,Castro,BR,-24.79,-50.01,60.58,97,99,3.65,overcast clouds
51,Praya,CV,14.92,-23.51,77.0,41,0,9.17,clear sky
52,Kavieng,PG,-2.57,150.8,85.08,68,49,7.11,scattered clouds
53,Longyearbyen,SJ,78.22,15.64,46.4,52,0,39.15,clear sky
54,Ostrovnoy,RU,68.05,39.51,28.31,93,88,10.6,overcast clouds
55,Cape Town,ZA,-33.93,18.42,71.01,64,0,2.24,clear sky
56,Pisco,PE,-13.7,-76.22,62.6,88,0,8.05,clear sky
57,Hithadhoo,MV,-0.6,73.08,83.46,71,69,4.43,broken clouds
58,Huarmey,PE,-10.07,-78.15,61.95,84,77,4.45,broken clouds
59,Vaini,TO,-21.2,-175.2,77.0,88,75,8.05,broken clouds
60,Jamestown,US,42.1,-79.24,41.0,86,90,6.93,overcast clouds
61,Trofors,NO,65.53,13.41,35.6,93,0,9.17,clear sky
62,Mbandaka,CD,0.05,18.26,73.89,86,84,2.37,broken clouds
63,Kidal,ML,18.44,1.41,66.49,27,0,11.68,clear sky
64,Pacific Grove,US,36.62,-121.92,54.0,87,1,3.36,clear sky
65,Blacklick Estates,US,39.91,-82.86,37.99,86,1,8.05,clear sky
66,Bluff,NZ,-46.6,168.33,57.99,80,60,14.0,broken clouds
67,Sorland,NO,67.67,12.69,48.2,70,0,5.82,clear sky
68,Arraial Do Cabo,BR,-22.97,-42.03,72.45,94,100,7.56,overcast clouds
69,Adrar,MR,20.5,-10.07,72.01,22,0,2.93,clear sky
70,Rundu,NA,-17.93,19.77,75.29,59,50,1.95,scattered clouds
71,New Norfolk,AU,-42.78,147.06,77.0,33,55,8.01,broken clouds
72,Cockburn Town,TC,21.46,-71.14,81.34,78,78,28.45,light rain
73,Picota,PE,-6.92,-76.33,71.87,85,99,0.43,overcast clouds
74,Seoul,KR,37.57,126.98,64.4,31,1,5.82,clear sky
75,Avera,US,33.19,-82.53,73.4,92,90,4.7,haze
76,Ponta Do Sol,PT,32.67,-17.1,66.2,68,75,5.82,broken clouds
77,San Cristobal,VE,7.77,-72.22,65.88,90,36,2.46,scattered clouds
78,Mount Isa,AU,-20.73,139.5,102.2,20,40,9.17,thunderstorm
79,Alofi,NU,-19.06,-169.92,78.8,78,52,8.05,broken clouds
80,Port Blair,IN,11.67,92.75,84.49,72,23,17.54,few clouds
81,Saint-Philippe,RE,-21.36,55.77,82.4,54,0,5.82,clear sky
82,Mahebourg,MU,-20.41,57.7,80.6,65,75,12.75,shower rain
83,Qaanaaq,GL,77.48,-69.36,7.79,75,93,10.63,overcast clouds
84,Tiksi,RU,71.69,128.87,3.78,93,99,3.74,overcast clouds
85,Barrow,US,71.29,-156.79,19.4,85,90,26.4,light snow
86,Leningradskiy,RU,69.38,178.42,23.13,97,100,18.81,snow
87,Balabac,PH,7.99,117.06,84.7,74,98,10.09,overcast clouds
88,Victoria,HK,22.29,114.16,82.99,46,1,1.99,clear sky
89,Vitim,RU,59.45,112.56,25.97,95,98,9.69,overcast clouds
90,Aykhal,RU,66.0,111.5,19.4,92,90,4.47,light snow
91,Bengkulu,ID,-3.8,102.27,87.66,64,38,8.97,scattered clouds
92,Raudeberg,NO,61.99,5.14,55.0,76,75,20.8,light intensity drizzle rain
93,Hilo,US,19.73,-155.09,75.2,73,20,5.82,few clouds
94,Hasaki,JP,35.73,140.83,55.4,62,75,9.17,broken clouds
95,Suntar,RU,62.14,117.63,29.17,98,100,8.1,overcast clouds
96,Silver City,US,32.77,-108.28,42.01,48,1,5.82,clear sky
97,Tuktoyaktuk,CA,69.45,-133.04,3.2,77,75,5.82,broken clouds
98,Butaritari,KI,3.07,172.79,81.41,78,92,12.86,overcast clouds
99,Komsomolskiy,UZ,40.43,71.72,51.8,62,40,5.37,light rain
100,Tasiilaq,GL,65.61,-37.64,15.66,76,5,4.9,clear sky
101,Airai,TL,-8.93,125.41,79.72,48,95,4.41,light rain
102,Mariental,NA,-24.63,17.97,77.05,15,0,7.36,clear sky
103,Vaitape,PF,-16.52,-151.75,79.72,78,69,11.18,light rain
104,Bethel,US,41.37,-73.41,64.4,100,90,3.36,mist
105,Matara,LK,5.95,80.54,85.75,69,84,6.33,light rain
106,Luganville,VU,-15.53,167.17,75.2,100,90,1.12,light intensity shower rain
107,Ondangwa,NA,-17.92,15.95,79.5,45,65,7.2,broken clouds
108,Mataura,NZ,-46.19,168.86,57.99,80,29,14.0,scattered clouds
109,Nikolskoye,RU,59.7,30.79,42.01,100,90,4.47,light rain
110,Sovetskiy,RU,61.36,63.58,26.74,95,100,6.15,light snow
111,Gopalpur,IN,19.27,84.92,82.49,63,70,9.31,broken clouds
112,Muroto,JP,33.28,134.15,68.0,52,20,6.93,few clouds
113,Paamiut,GL,61.99,-49.67,24.87,79,20,8.16,few clouds
114,Matay,EG,28.42,30.78,66.42,44,0,3.44,clear sky
115,Roald,NO,62.58,6.13,55.0,66,75,5.82,broken clouds
116,Sola,VU,-13.88,167.55,82.0,72,18,5.48,few clouds
117,Port Hardy,CA,50.7,-127.42,42.8,86,75,10.29,broken clouds
118,Beira,MZ,-19.84,34.84,78.8,74,75,14.99,broken clouds
119,Pervomayskoye,RU,43.92,46.71,38.41,70,0,3.62,clear sky
120,Zahesi,GE,41.82,44.75,46.4,93,90,5.82,mist
121,Cap Malheureux,MU,-19.98,57.61,80.01,65,0,7.0,clear sky
122,Sabha,LY,27.04,14.43,56.16,69,0,8.68,clear sky
123,Northam,GB,51.03,-4.22,51.01,82,87,8.01,overcast clouds
124,Lorengau,PG,-2.02,147.27,85.24,65,97,8.19,overcast clouds
125,Esperance,AU,-33.87,121.9,64.4,63,75,13.87,broken clouds
126,Bilibino,RU,68.05,166.44,4.28,91,100,1.99,overcast clouds
127,Erzin,TR,36.96,36.2,62.01,48,0,7.0,clear sky
128,Thompson,CA,55.74,-97.86,-5.8,76,40,5.82,scattered clouds
129,Nome,US,64.5,-165.41,33.8,86,90,3.89,light snow
130,Trebinje,BA,42.71,18.34,53.6,81,20,4.7,few clouds
131,Padang,ID,-0.95,100.35,87.64,58,61,6.42,light rain
132,Kodiak,US,57.79,-152.41,42.8,84,75,12.75,broken clouds
133,Olden,NO,61.84,6.81,53.6,66,0,6.93,clear sky
134,Coahuayana,MX,18.73,-103.68,74.08,83,0,3.2,clear sky
135,Asau,RO,46.43,26.4,37.4,100,20,3.36,few clouds
136,Anshun,CN,26.25,105.93,65.84,41,0,2.8,clear sky
137,Bathsheba,BB,13.22,-59.52,77.0,88,20,11.41,few clouds
138,Salta,AR,-24.79,-65.41,66.2,88,90,2.24,shower rain
139,Khatanga,RU,71.97,102.5,-10.98,91,35,2.42,scattered clouds
140,Constitucion,CL,-35.33,-72.42,53.24,89,32,9.66,scattered clouds
141,Port Elizabeth,ZA,-33.92,25.57,64.4,82,0,10.29,clear sky
142,Boli,CN,45.77,130.52,47.89,66,82,6.29,moderate rain
143,Port Alfred,ZA,-33.59,26.89,67.91,68,1,16.71,clear sky
144,Sao Joao Da Barra,BR,-21.64,-41.05,72.77,88,100,6.11,light rain
145,Jurm,AF,36.86,70.83,58.06,28,98,1.61,overcast clouds
146,Fuling,CN,29.7,107.39,73.85,34,0,2.51,clear sky
147,Yellowknife,CA,62.46,-114.35,12.2,85,90,21.92,light snow
148,Sao Filipe,CV,14.9,-24.5,80.04,67,6,2.66,clear sky
149,Chardara,KZ,41.25,67.97,49.05,76,100,8.88,overcast clouds
150,Olafsvik,IS,64.89,-23.71,38.41,77,100,12.19,overcast clouds
151,Yar-Sale,RU,66.83,70.83,4.44,95,90,8.23,overcast clouds
152,San Carlos De Bariloche,AR,-41.15,-71.31,50.0,76,0,5.82,clear sky
153,Taoudenni,ML,22.68,-3.98,71.67,24,0,10.13,clear sky
154,Comodoro Rivadavia,AR,-45.87,-67.5,62.6,51,0,10.29,clear sky
155,Bandarbeyla,SO,9.49,50.81,79.16,68,64,16.2,broken clouds
156,Mukhen,RU,48.1,136.1,42.94,78,0,5.7,clear sky
157,Christchurch,NZ,-43.53,172.63,60.8,51,14,11.41,few clouds
158,Laguna,US,38.42,-121.42,46.0,81,1,2.66,clear sky
159,San Patricio,US,28.02,-97.52,73.99,93,20,4.7,few clouds
160,Corinto,GR,37.94,22.96,60.01,47,41,3.8,scattered clouds
161,Senanga,ZM,-16.12,23.27,73.56,69,95,8.28,overcast clouds
162,Port Lincoln,AU,-34.73,135.87,62.19,63,95,19.19,overcast clouds
163,Moindou,NC,-21.69,165.68,71.6,94,90,5.82,overcast clouds
164,Mao,ES,39.89,4.27,60.8,87,40,3.36,scattered clouds
165,Hanna,CA,51.63,-111.9,1.4,91,4,10.29,clear sky
166,Hervey Bay,AU,-25.3,152.85,80.01,54,5,4.0,clear sky
167,Vardo,NO,70.37,31.11,28.4,79,0,8.05,clear sky
168,Tsogni,GA,-2.79,10.1,77.7,90,99,5.46,light rain
169,Touros,BR,-5.2,-35.46,71.6,94,40,3.36,scattered clouds
170,Baykit,RU,61.67,96.37,28.76,94,97,11.07,overcast clouds
171,Geraldton,AU,-28.77,114.6,71.6,49,2,13.87,clear sky
172,Pevek,RU,69.7,170.31,16.83,95,99,15.01,overcast clouds
173,Baculin,PH,7.45,126.58,85.71,69,97,7.67,overcast clouds
174,Carnarvon,AU,-24.87,113.63,75.2,53,0,17.22,clear sky
175,Maniitsoq,GL,65.42,-52.9,19.96,91,100,16.69,overcast clouds
176,Dingle,PH,11.0,122.67,85.17,76,99,12.88,overcast clouds
177,Sinnamary,GF,5.38,-52.95,78.53,86,35,9.44,scattered clouds
178,Te Anau,NZ,-45.42,167.72,64.8,57,14,5.03,few clouds
179,Mersing,MY,2.43,103.84,91.4,70,40,6.93,scattered clouds
180,Coxquihui,MX,20.18,-97.58,72.81,85,84,0.65,broken clouds
181,Bambous Virieux,MU,-20.34,57.76,80.6,65,75,12.75,shower rain
182,Ust-Nera,RU,64.57,143.2,-17.61,78,86,2.51,overcast clouds
183,Fuzhou,CN,26.06,119.31,73.4,49,20,22.37,few clouds
184,Lata,PT,40.16,-8.33,59.0,92,95,3.36,overcast clouds
185,Spring Hill,US,28.48,-82.53,73.99,94,90,18.34,mist
186,Sheridan,US,44.83,-106.92,21.99,73,90,4.7,overcast clouds
187,Hornepayne,CA,49.21,-84.77,24.75,97,64,4.65,broken clouds
188,Nueve De Julio,AR,-35.44,-60.88,62.01,84,31,1.99,scattered clouds
189,Oistins,BB,13.07,-59.53,77.0,88,20,11.41,few clouds
190,Grindavik,IS,63.84,-22.43,35.6,83,90,19.46,moderate rain
191,Saskylakh,RU,71.92,114.08,-9.63,89,87,2.13,overcast clouds
192,Ornskoldsvik,SE,63.29,18.72,32.0,93,90,6.93,mist
193,Shenjiamen,CN,29.96,122.3,65.46,62,21,10.22,few clouds
194,Kudahuvadhoo,MV,2.67,72.89,83.23,69,10,4.27,clear sky
195,Tessalit,ML,20.2,1.01,65.93,27,0,10.98,clear sky
196,Moose Factory,CA,51.26,-80.61,21.2,92,1,6.93,clear sky
197,Kedrovyy,RU,56.17,91.82,33.8,55,40,13.42,scattered clouds
198,Alibag,IN,18.64,72.88,87.8,30,0,6.93,smoke
199,Neuquen,AR,-38.95,-68.06,60.8,87,75,4.7,broken clouds
200,Kruisfontein,ZA,-34.0,24.73,70.0,69,0,3.0,clear sky
201,Sembe,CG,1.65,14.58,72.82,89,17,1.61,few clouds
202,Gamba,GA,-2.65,10.0,78.46,89,99,6.11,moderate rain
203,Itarema,BR,-2.92,-39.92,79.34,81,20,14.65,few clouds
204,Marseille,FR,43.33,5.5,57.99,87,75,8.05,broken clouds
205,Jacksonville,US,30.33,-81.66,79.0,88,90,9.17,light intensity drizzle
206,Cherskiy,RU,68.75,161.3,8.24,95,100,11.36,overcast clouds
207,Monpon,PH,10.91,122.64,85.01,76,97,13.02,overcast clouds
208,Fort Morgan,US,40.25,-103.8,26.6,68,1,11.41,clear sky
209,Yulara,AU,-25.24,130.99,98.6,6,0,18.34,clear sky
210,Vila Velha,BR,-20.33,-40.29,77.0,78,75,12.75,broken clouds
211,Lebu,CL,-37.62,-73.65,50.58,87,33,12.44,scattered clouds
212,Poddorye,RU,57.47,31.12,37.31,95,100,4.38,overcast clouds
213,Narsaq,GL,60.92,-46.05,21.78,78,0,4.25,clear sky
214,Radaur,IN,30.03,77.15,80.26,20,2,4.23,clear sky
215,Black River,JM,18.03,-77.85,80.6,88,75,1.12,broken clouds
216,Provideniya,RU,64.38,-173.3,30.2,92,90,6.71,heavy snow
217,Xuddur,SO,4.12,43.89,80.04,65,23,12.46,light rain
218,Saumur,FR,47.33,-0.25,46.99,93,40,4.16,fog
219,Salym,RU,60.06,71.48,19.65,95,46,6.6,scattered clouds
220,Manacapuru,BR,-3.3,-60.62,75.2,94,0,3.36,clear sky
221,Jennings,US,38.72,-90.26,42.01,75,1,3.87,clear sky
222,Davila,PH,18.47,120.58,78.8,88,75,11.41,heavy intensity rain
223,Korla,CN,41.76,86.15,51.12,36,99,9.01,overcast clouds
224,Jawhar,SO,2.78,45.5,82.99,67,19,6.96,few clouds
225,Killybegs,IE,54.63,-8.45,45.0,90,81,8.01,broken clouds
226,Lingdong,CN,46.57,131.15,45.77,68,67,6.96,moderate rain
227,Verkhnevilyuysk,RU,63.45,120.32,22.06,98,94,1.36,overcast clouds
228,Port-Gentil,GA,-0.72,8.78,78.8,94,40,6.93,scattered clouds
229,Khandyga,RU,62.67,135.6,1.42,94,96,2.57,overcast clouds
230,Camocim,BR,-2.9,-40.84,77.83,87,18,10.92,few clouds
231,High Level,CA,58.52,-117.14,1.4,77,20,8.05,few clouds
232,Tyazhinskiy,RU,56.12,88.52,29.1,92,76,17.0,broken clouds
233,Beringovskiy,RU,63.05,179.32,20.12,91,100,10.38,overcast clouds
234,Lasa,IT,46.62,10.7,33.8,61,5,4.7,clear sky
235,Naze,JP,28.37,129.48,75.2,64,75,23.04,broken clouds
236,Puerto Carreno,CO,6.19,-67.49,77.76,90,100,2.98,overcast clouds
237,Bloomsburg,US,41.0,-76.45,63.0,97,100,1.59,overcast clouds
238,Hailar,CN,49.2,119.7,31.1,92,32,17.49,scattered clouds
239,Thunder Bay,CA,48.4,-89.32,30.0,92,90,2.24,overcast clouds
240,Ilulissat,GL,69.22,-51.1,12.04,92,99,9.82,overcast clouds
241,Klaksvik,FO,62.23,-6.59,39.2,86,100,5.82,overcast clouds
242,Clyde River,CA,70.47,-68.59,3.2,71,1,23.04,clear sky
243,General Pico,AR,-35.66,-63.76,64.18,75,24,11.05,few clouds
244,Sheltozero,RU,61.37,35.37,32.09,97,30,5.93,scattered clouds
245,Sur,OM,22.57,59.53,81.57,44,0,3.65,clear sky
246,Beroroha,MG,-21.67,45.17,87.96,49,0,2.51,clear sky
247,Sunrise Manor,US,36.21,-115.07,52.0,32,40,4.7,scattered clouds
248,Udachnyy,RU,66.42,112.4,19.4,92,90,4.47,light snow
249,Chuy,UY,-33.7,-53.46,63.16,90,84,10.2,broken clouds
250,Manavalakurichi,IN,8.13,77.3,89.6,59,20,3.47,haze
251,Santa Rosa,PH,14.31,121.11,81.0,88,90,10.29,overcast clouds
252,Gigmoto,PH,13.78,124.39,84.31,72,100,7.83,light rain
253,Yaan,NG,7.38,8.57,74.91,54,64,2.73,broken clouds
254,Anadyr,RU,64.75,177.48,15.8,85,0,4.47,clear sky
255,Saint-Pierre,RE,-21.34,55.48,82.4,54,0,5.82,clear sky
256,Chokurdakh,RU,70.63,147.92,-14.8,90,62,2.68,broken clouds
257,Carutapera,BR,-1.2,-46.02,78.53,83,88,5.41,overcast clouds
258,Pullman,US,46.73,-117.18,26.6,86,20,5.82,few clouds
259,Geilo,NO,60.53,8.21,34.0,90,100,4.97,overcast clouds
260,Bantry,IE,51.68,-9.45,42.8,93,40,11.41,scattered clouds
261,Leeuwarden,NL,53.2,5.81,50.0,93,90,12.75,mist
262,Rio Gallegos,AR,-51.62,-69.22,44.6,87,0,8.05,clear sky
263,Lovozero,RU,68.0,35.01,27.55,88,63,4.36,broken clouds
264,Coyula,MX,20.63,-103.2,61.0,62,5,1.99,clear sky
265,Truckee,US,39.33,-120.18,25.0,73,1,2.13,clear sky
266,Greensburg,US,40.3,-79.54,52.0,81,90,6.93,overcast clouds
267,Ternate,ID,0.8,127.4,82.56,76,81,5.12,light rain
268,Fuerte Olimpo,PY,-21.04,-57.87,72.55,92,84,1.03,moderate rain
269,Nacozari,MX,25.34,-108.26,64.0,73,12,1.99,few clouds
270,Liverpool,GB,53.41,-2.98,52.0,81,100,16.11,overcast clouds
271,Lauro Muller,BR,-28.39,-49.4,66.97,90,98,1.61,overcast clouds
272,Rabo De Peixe,PT,37.8,-25.58,59.0,67,75,6.93,broken clouds
273,Kuching,MY,1.55,110.33,91.4,63,40,6.93,moderate rain
274,Selikhino,RU,50.37,137.5,35.42,83,0,11.45,clear sky
275,Bongandanga,CD,1.5,21.05,74.39,86,78,2.26,broken clouds
276,El Alto,PE,-4.27,-81.21,62.31,86,95,11.27,overcast clouds
277,Fortuna,US,40.6,-124.16,46.0,93,90,3.36,overcast clouds
278,Kakori,IN,26.88,80.8,80.6,44,0,3.36,haze
279,Iskateley,RU,67.68,53.15,24.46,97,89,11.16,overcast clouds
280,Goderich,CA,43.75,-81.72,41.0,69,76,12.75,broken clouds
281,Katsuura,JP,35.13,140.3,62.01,58,75,8.05,broken clouds
282,Sabang,ID,5.89,95.32,81.93,80,59,13.65,broken clouds
283,Pontalina,BR,-17.52,-49.45,69.12,87,98,2.17,overcast clouds
284,Portland,US,45.52,-122.68,41.0,80,20,3.36,few clouds
285,Abbeville,FR,50.1,1.83,48.99,77,63,13.15,broken clouds
286,Salalah,OM,17.02,54.09,82.4,61,20,2.24,few clouds
287,Madang,PG,-5.22,145.8,83.68,71,97,4.09,light rain
288,Vilhena,BR,-12.74,-60.15,69.93,90,99,4.7,overcast clouds
289,Lae,PG,-6.72,146.98,82.94,70,21,8.66,light rain
290,Cayenne,GF,4.93,-52.33,75.2,100,20,8.93,few clouds
291,Srednekolymsk,RU,67.45,153.68,-9.94,90,100,6.6,overcast clouds
292,San Antonio,US,29.42,-98.49,69.01,72,1,6.71,clear sky
293,Sault Sainte Marie,CA,46.52,-84.33,32.0,92,20,3.36,few clouds
294,Vao,NC,-22.67,167.48,72.41,84,3,19.91,clear sky
295,Tambovka,RU,50.1,128.05,23.0,92,75,6.71,broken clouds
296,Luau,AO,-10.71,22.22,67.39,95,100,4.52,light rain
297,Humaita,BR,-7.51,-63.02,75.2,80,99,1.14,overcast clouds
298,Saldanha,ZA,-33.01,17.94,69.8,53,0,2.24,clear sky
299,Karwar,IN,14.8,74.13,85.8,56,23,3.42,few clouds
300,Alvand,IR,36.32,49.17,40.32,79,97,4.36,overcast clouds
301,Praia Da Vitoria,PT,38.73,-27.07,55.4,87,75,5.08,broken clouds
302,Sirjan,IR,29.45,55.68,61.9,47,61,3.8,broken clouds
303,Priargunsk,RU,50.37,119.1,33.15,90,13,10.96,few clouds
304,Lebanon,US,36.21,-86.29,52.0,87,75,4.7,broken clouds
305,Batemans Bay,AU,-35.72,150.18,73.0,73,56,5.01,light rain
306,Nola,IT,40.92,14.53,57.99,93,40,1.12,mist
307,Colares,PT,38.8,-9.45,61.0,82,98,5.44,overcast clouds
308,Todos Santos,MX,23.45,-110.22,70.0,80,78,1.01,broken clouds
309,Marystown,CA,47.17,-55.15,52.0,100,100,3.0,overcast clouds
310,Curvelo,BR,-18.76,-44.43,69.71,88,100,3.51,moderate rain
311,Aklavik,CA,68.22,-135.01,-0.4,77,52,6.93,broken clouds
312,Santiago De Cao,PE,-7.96,-79.24,61.3,90,48,7.02,scattered clouds
313,Dwarka,IN,22.24,68.97,83.8,35,0,12.39,clear sky
314,Flinders,AU,-34.58,150.86,78.01,71,76,4.0,light rain
315,East London,ZA,-33.02,27.91,69.8,60,0,12.75,clear sky
316,Berlevag,NO,70.86,29.09,35.6,59,0,4.7,clear sky
317,Saint George,US,37.1,-113.58,44.6,45,1,4.7,clear sky
318,Kaa-Khem,RU,51.68,94.73,34.48,76,93,2.53,overcast clouds
319,Qena,EG,26.16,32.72,60.8,55,0,2.24,clear sky
320,Teguldet,RU,57.31,88.17,29.46,95,100,12.57,overcast clouds
321,Hay River,CA,60.82,-115.8,-2.2,70,0,8.05,clear sky
322,Ginda,IN,30.69,78.49,68.23,23,0,4.79,clear sky
323,Nemuro,JP,43.32,145.57,46.4,49,20,9.17,few clouds
324,Kapoeta,SS,4.77,33.59,82.62,52,14,15.35,few clouds
325,Micheweni,TZ,-4.97,39.83,81.7,77,39,9.69,moderate rain
326,Kavaratti,IN,10.57,72.64,82.53,60,100,10.2,overcast clouds
327,Rassvet,RU,46.83,40.75,33.44,87,29,4.47,scattered clouds
328,Viedma,AR,-40.81,-63.0,55.0,93,81,7.11,broken clouds
329,Nuuk,GL,64.18,-51.72,17.38,89,80,6.8,broken clouds
330,Araouane,ML,18.9,-3.53,73.92,21,0,8.9,clear sky
331,Lincoln,US,40.8,-96.67,41.0,74,1,7.47,clear sky
332,Trenton,US,40.22,-74.74,66.99,100,90,6.93,moderate rain
333,Caravelas,BR,-17.71,-39.25,73.78,90,81,7.63,broken clouds
334,Skjervoy,NO,70.03,20.97,32.0,67,0,24.16,clear sky
335,Georgetown,MY,5.41,100.34,89.6,78,20,5.82,few clouds
336,Chegdomyn,RU,51.12,133.02,29.5,94,92,1.66,overcast clouds
337,Januaria,BR,-15.48,-44.37,69.96,76,76,3.94,broken clouds
338,Iralaya,HN,15.0,-83.23,78.42,86,82,2.17,light rain
339,De-Kastri,RU,51.47,140.78,32.9,87,46,2.35,scattered clouds
340,Guerrero,MX,17.67,-100.0,66.54,77,12,3.74,few clouds
